title,release_date,budget,revenue,roi,year,lista_generos
The Croods,2013-03-20,135000000,585178928,4.334658725925926,2013,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
Asterix at the Olympic Games,2008-01-13,97250400,132900000,1.366575355988253,2008,"['Fantasy', 'Adventure', 'Comedy', 'Family']"
Windtalkers,2002-06-14,115000000,77628265,0.6750283913043478,2002,"['Drama', 'Action', 'History', 'War']"
The Huntsman: Winter's War,2016-04-06,115000000,164602163,1.431323156521739,2016,"['Action', 'Adventure', 'Drama']"
Teenage Mutant Ninja Turtles,2014-08-07,125000000,477200000,3.8176,2014,"['Science Fiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']"
Gravity,2013-09-27,105000000,716392705,6.822787666666667,2013,"['Science Fiction', 'Thriller', 'Drama']"
Dante's Peak,1997-02-07,116000000,178127760,1.5355841379310344,1997,"['Action', 'Adventure', 'Thriller']"
Teenage Mutant Ninja Turtles: Out of the Shadows,2016-06-01,135000000,245623848,1.8194359111111111,2016,"['Fantasy', 'Action', 'Adventure', 'Comedy']"
Fantastic Four,2015-08-05,120000000,167977596,1.3998133,2015,"['Action', 'Adventure', 'Science Fiction']"
Night at the Museum,2006-10-20,110000000,574480841,5.2225531,2006,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
San Andreas,2015-05-27,110000000,470490832,4.277189381818181,2015,"['Action', 'Drama', 'Thriller']"
Tomorrow Never Dies,1997-12-11,110000000,333011068,3.0273733454545453,1997,"['Adventure', 'Action', 'Thriller']"
The Patriot,2000-06-28,110000000,215294342,1.957221290909091,2000,"['Drama', 'History', 'War', 'Action']"
Ocean's Twelve,2004-12-09,110000000,362744280,3.2976752727272727,2004,"['Thriller', 'Crime']"
Mr. & Mrs. Smith,2005-06-07,110000000,478207520,4.347341090909091,2005,"['Action', 'Comedy', 'Drama', 'Thriller']"
Insurgent,2015-03-18,110000000,295238201,2.6839836454545454,2015,"['Adventure', 'Science Fiction', 'Thriller']"
The Aviator,2004-12-17,116000000,102000000,0.8793103448275862,2004,['Drama']
Gulliver's Travels,2010-12-25,112000000,237382724,2.1194886071428574,2010,['Comedy']
The Green Hornet,2011-01-12,120000000,227817248,1.8984770666666666,2011,"['Action', 'Crime', 'Comedy']"
300: Rise of an Empire,2014-03-05,110000000,337580051,3.0689095545454546,2014,"['Action', 'War']"
The Smurfs,2011-07-29,110000000,563749323,5.124993845454545,2011,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']"
Home on the Range,2004-04-02,110000000,103951461,0.9450132818181818,2004,"['Animation', 'Family']"
Allegiant,2016-03-09,110000000,179246868,1.6295169818181818,2016,"['Adventure', 'Science Fiction']"
Real Steel,2011-09-28,110000000,299268508,2.7206228,2011,"['Action', 'Science Fiction', 'Drama']"
The Smurfs 2,2013-07-30,105000000,347434178,3.308896933333333,2013,"['Fantasy', 'Family', 'Comedy', 'Animation']"
Speed 2: Cruise Control,1997-06-13,160000000,164508066,1.0281754125,1997,"['Action', 'Adventure', 'Thriller']"
Ender's Game,2013-10-23,110000000,125537191,1.1412471909090909,2013,"['Science Fiction', 'Action', 'Adventure']"
Live Free or Die Hard,2007-06-20,110000000,383531464,3.486649672727273,2007,"['Action', 'Thriller']"
The Lord of the Rings: The Fellowship of the Ring,2001-12-18,93000000,871368364,9.369552301075268,2001,"['Adventure', 'Fantasy', 'Action']"
Around the World in 80 Days,2004-06-16,110000000,72178895,0.6561717727272727,2004,"['Action', 'Adventure', 'Comedy']"
Ali,2001-12-11,107000000,87713825,0.8197553738317757,2001,['Drama']
The Cat in the Hat,2003-11-21,0,0,0.0,2003,"['Comedy', 'Fantasy', 'Family']"
"I, Robot",2004-07-15,120000000,347234916,2.8936243,2004,"['Action', 'Science Fiction']"
Kingdom of Heaven,2005-05-03,130000000,211643158,1.6280242923076924,2005,"['Drama', 'Action', 'Adventure', 'History', 'War']"
Stuart Little,1999-12-17,133000000,300135367,2.256656894736842,1999,"['Animation', 'Fantasy', 'Family', 'Comedy']"
The Princess and the Frog,2009-12-08,105000000,267045765,2.543293,2009,"['Romance', 'Family', 'Animation', 'Music']"
The Martian,2015-09-30,108000000,630161890,5.834832314814815,2015,"['Drama', 'Adventure', 'Science Fiction']"
The Island,2005-07-20,126000000,162949164,1.2932473333333334,2005,"['Action', 'Thriller', 'Science Fiction', 'Adventure']"
Town & Country,2001-04-27,90000000,10372291,0.11524767777777778,2001,"['Comedy', 'Romance']"
Gone in Sixty Seconds,2000-06-09,90000000,237202299,2.6355811,2000,"['Action', 'Crime', 'Thriller']"
Gladiator,2000-05-01,103000000,457640427,4.443110941747573,2000,"['Action', 'Drama', 'Adventure']"
Minority Report,2002-06-20,102000000,358372926,3.5134600588235294,2002,"['Action', 'Thriller', 'Science Fiction', 'Mystery']"
Harry Potter and the Chamber of Secrets,2002-11-13,100000000,876688482,8.76688482,2002,"['Adventure', 'Fantasy', 'Family']"
Casino Royale,2006-11-14,150000000,599045960,3.9936397333333336,2006,"['Adventure', 'Action', 'Thriller']"
Planet of the Apes,2001-07-25,100000000,362211740,3.6221174,2001,"['Thriller', 'Science Fiction', 'Action', 'Adventure']"
Terminator 2: Judgment Day,1991-07-01,100000000,520000000,5.2,1991,"['Action', 'Thriller', 'Science Fiction']"
Public Enemies,2009-07-01,80000000,214104620,2.67630775,2009,"['History', 'Crime', 'Drama']"
American Gangster,2007-11-02,100000000,266465037,2.66465037,2007,"['Drama', 'Crime']"
True Lies,1994-07-14,115000000,378882411,3.2946296608695653,1994,"['Action', 'Thriller']"
The Taking of Pelham 1 2 3,2009-06-11,100000000,150166126,1.50166126,2009,"['Thriller', 'Drama', 'Crime']"
Little Fockers,2010-12-21,100000000,310650585,3.10650585,2010,"['Comedy', 'Romance']"
The Other Guys,2010-08-06,100000000,170432927,1.70432927,2010,"['Action', 'Comedy', 'Crime']"
Eraser,1996-06-21,100000000,242295562,2.42295562,1996,"['Action', 'Drama', 'Mystery', 'Thriller']"
Django Unchained,2012-12-25,100000000,425368238,4.25368238,2012,"['Drama', 'Western']"
The Hunchback of Notre Dame,1996-06-21,100000000,100138851,1.00138851,1996,"['Drama', 'Animation', 'Family']"
The Emperor's New Groove,2000-12-09,100000000,169327687,1.69327687,2000,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
The Expendables 2,2012-08-08,100000000,312573423,3.12573423,2012,"['Action', 'Adventure', 'Thriller']"
National Treasure,2004-11-19,100000000,347451894,3.47451894,2004,"['Adventure', 'Action', 'Thriller', 'Mystery']"
Eragon,2006-12-14,100000000,249288105,2.49288105,2006,"['Fantasy', 'Action', 'Adventure', 'Family']"
Where the Wild Things Are,2009-10-16,100000000,100086793,1.00086793,2009,"['Family', 'Fantasy']"
Epic,2013-05-15,100000000,268426634,2.68426634,2013,"['Animation', 'Adventure', 'Family', 'Fantasy']"
The Tourist,2010-12-08,100000000,278731369,2.78731369,2010,"['Action', 'Thriller', 'Romance']"
End of Days,1999-11-24,100000000,211989043,2.11989043,1999,"['Action', 'Fantasy', 'Horror', 'Mystery']"
Blood Diamond,2006-12-07,100000000,170877916,1.70877916,2006,"['Drama', 'Thriller', 'Action']"
The Wolf of Wall Street,2013-12-25,100000000,392000694,3.92000694,2013,"['Crime', 'Drama', 'Comedy']"
Batman Forever,1995-05-31,100000000,336529144,3.36529144,1995,"['Action', 'Crime', 'Fantasy']"
Starship Troopers,1997-11-06,105000000,121214377,1.154422638095238,1997,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
Cloud Atlas,2012-10-26,102000000,130482868,1.2792438039215686,2012,"['Drama', 'Science Fiction']"
Legend of the Guardians: The Owls of Ga'Hoole,2010-07-10,80000000,140073390,1.750917375,2010,"['Animation', 'Adventure', 'Family', 'Fantasy']"
Catwoman,2004-07-22,100000000,82102379,0.82102379,2004,"['Action', 'Crime']"
Hercules,2014-07-23,100000000,243400000,2.434,2014,"['Action', 'Adventure']"
Treasure Planet,2002-11-26,140000000,109578115,0.7827008214285714,2002,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']"
Land of the Lost,2009-06-05,100000000,68688831,0.68688831,2009,"['Adventure', 'Comedy', 'Science Fiction']"
The Expendables 3,2014-08-04,90000000,206172544,2.2908060444444445,2014,"['Action', 'Adventure', 'Thriller']"
Point Break,2015-12-03,105000000,133718711,1.2735115333333333,2015,"['Action', 'Crime', 'Thriller']"
Son of the Mask,2005-02-18,84000000,0,0.0,2005,"['Fantasy', 'Comedy', 'Family', 'Adventure']"
In the Heart of the Sea,2015-11-20,100000000,93820758,0.93820758,2015,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']"
The Adventures of Pluto Nash,2002-08-15,100000000,7103973,0.07103973,2002,"['Action', 'Comedy', 'Science Fiction']"
Green Zone,2010-03-11,100000000,94882889,0.94882889,2010,"['War', 'Action', 'Adventure', 'Drama', 'Thriller']"
The Peanuts Movie,2015-11-05,99000000,246233113,2.4872031616161614,2015,['Animation']
The Spanish Prisoner,1997-09-08,10000000,13835130,1.383513,1997,"['Crime', 'Drama', 'Mystery', 'Thriller']"
The Mummy Returns,2001-04-28,98000000,433013274,4.418502795918367,2001,"['Adventure', 'Action', 'Fantasy']"
Gangs of New York,2002-12-14,100000000,193772504,1.93772504,2002,"['Drama', 'History', 'Crime']"
The Flowers of War,2011-12-15,94000000,95311434,1.0139514255319149,2011,"['Drama', 'History', 'War']"
Surf's Up,2007-06-08,85000000,149044513,1.7534648588235293,2007,"['Animation', 'Comedy', 'Family']"
The Stepford Wives,2004-06-10,90000000,102000000,1.1333333333333333,2004,"['Action', 'Comedy', 'Science Fiction']"
Black Hawk Down,2001-12-28,92000000,172989651,1.8803222934782609,2001,"['Action', 'History', 'War']"
The Campaign,2012-08-09,0,104907746,0.0,2012,['Comedy']
The Fifth Element,1997-05-07,90000000,263920180,2.9324464444444445,1997,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']"
Sex and the City 2,2010-05-26,100000000,288347692,2.88347692,2010,"['Comedy', 'Drama', 'Romance']"
The Road to El Dorado,2000-03-31,95000000,76432727,0.8045550210526315,2000,"['Adventure', 'Animation', 'Comedy', 'Family']"
Ice Age: Continental Drift,2012-06-26,95000000,877244782,9.2341556,2012,"['Animation', 'Comedy', 'Adventure', 'Family']"
Cinderella,2015-03-12,95000000,543514353,5.721203715789474,2015,"['Romance', 'Fantasy', 'Family', 'Drama']"
The Lovely Bones,2009-12-26,65000000,93525586,1.4388551692307692,2009,"['Fantasy', 'Drama']"
Finding Nemo,2003-05-30,94000000,940335536,10.003569531914893,2003,"['Animation', 'Family']"
The Lord of the Rings: The Return of the King,2003-12-01,94000000,1118888979,11.903074244680852,2003,"['Adventure', 'Fantasy', 'Action']"
The Lord of the Rings: The Two Towers,2002-12-18,79000000,926287400,11.725156962025316,2002,"['Adventure', 'Fantasy', 'Action']"
Seventh Son,2014-12-12,95000000,114178613,1.2018801368421053,2014,"['Adventure', 'Fantasy']"
Lara Croft: Tomb Raider,2001-06-11,115000000,274703340,2.388724695652174,2001,"['Adventure', 'Fantasy', 'Action', 'Thriller']"
Transcendence,2014-04-16,100000000,103039258,1.03039258,2014,"['Thriller', 'Science Fiction', 'Drama', 'Mystery']"
Jurassic Park III,2001-07-18,93000000,368780809,3.9653850430107527,2001,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
Rise of the Planet of the Apes,2011-08-03,93000000,482860185,5.192045,2011,"['Thriller', 'Action', 'Drama', 'Science Fiction']"
The Spiderwick Chronicles,2008-02-14,90000000,162839667,1.8093296333333333,2008,"['Adventure', 'Family', 'Fantasy']"
A Good Day to Die Hard,2013-02-06,92000000,304654182,3.3114585,2013,"['Action', 'Thriller']"
The Alamo,2004-04-07,145000000,25819961,0.17806869655172414,2004,"['Western', 'History', 'War']"
The Incredibles,2004-11-05,92000000,631442092,6.863501,2004,"['Action', 'Adventure', 'Animation', 'Family']"
Cutthroat Island,1995-12-22,98000000,10017322,0.10221757142857144,1995,"['Action', 'Adventure']"
Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,95000000,226497209,2.384181147368421,2010,"['Adventure', 'Fantasy', 'Family']"
Men in Black,1997-07-02,90000000,589390539,6.548783766666666,1997,"['Action', 'Adventure', 'Comedy', 'Science Fiction']"
Toy Story 2,1999-10-30,90000000,497366869,5.526298544444445,1999,"['Animation', 'Comedy', 'Family']"
Unstoppable,2010-11-04,100000000,167805466,1.67805466,2010,"['Action', 'Thriller']"
Rush Hour 2,2001-08-03,90000000,347325802,3.8591755777777776,2001,"['Action', 'Comedy', 'Crime', 'Thriller']"
What Lies Beneath,2000-07-21,100000000,155464351,1.55464351,2000,"['Drama', 'Horror', 'Mystery', 'Thriller']"
Cloudy with a Chance of Meatballs,2009-09-17,100000000,242988466,2.42988466,2009,"['Animation', 'Comedy', 'Family']"
Ice Age: Dawn of the Dinosaurs,2009-06-29,90000000,886686817,9.852075744444445,2009,"['Animation', 'Comedy', 'Family', 'Adventure']"
The Secret Life of Walter Mitty,2013-12-18,90000000,188133322,2.0903702444444443,2013,"['Adventure', 'Comedy', 'Drama', 'Fantasy']"
Charlie's Angels,2000-11-02,92000000,264105545,2.870712445652174,2000,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
The Departed,2006-10-05,90000000,289847354,3.2205261555555555,2006,"['Drama', 'Thriller', 'Crime']"
Mulan,1998-06-18,90000000,304320254,3.3813361555555557,1998,"['Animation', 'Family', 'Adventure']"
Tropic Thunder,2008-08-09,92000000,188072649,2.0442679239130435,2008,"['Action', 'Comedy']"
The Girl with the Dragon Tattoo,2011-12-14,90000000,232617430,2.584638111111111,2011,"['Thriller', 'Crime', 'Mystery', 'Drama']"
Die Hard: With a Vengeance,1995-05-19,90000000,366101666,4.067796288888889,1995,"['Action', 'Thriller']"
Sherlock Holmes,2009-12-23,90000000,524028679,5.822540877777778,2009,"['Action', 'Adventure', 'Crime', 'Mystery']"
Ben-Hur,2016-08-17,100000000,94061311,0.94061311,2016,['Drama']
Atlantis: The Lost Empire,2001-06-02,120000000,186053725,1.5504477083333332,2001,"['Animation', 'Family', 'Adventure', 'Science Fiction']"
Alvin and the Chipmunks: The Road Chip,2015-12-17,0,233755553,0.0,2015,"['Adventure', 'Animation', 'Comedy', 'Family']"
Valkyrie,2008-12-25,75000000,200276000,2.6703466666666666,2008,"['Drama', 'Thriller', 'History', 'War']"
You Don't Mess with the Zohan,2008-06-05,90000000,201596308,2.239958977777778,2008,"['Comedy', 'Action']"
Pixels,2015-07-16,88000000,243637091,2.7686033068181817,2015,"['Action', 'Comedy', 'Science Fiction']"
A.I. Artificial Intelligence,2001-06-29,100000000,235926552,2.35926552,2001,"['Drama', 'Science Fiction', 'Adventure']"
The Haunted Mansion,2003-11-25,90000000,182290266,2.0254474,2003,"['Thriller', 'Fantasy', 'Comedy', 'Family', 'Mystery']"
Contact,1997-07-11,90000000,171120329,1.901336988888889,1997,"['Drama', 'Science Fiction', 'Mystery']"
Hollow Man,2000-08-04,95000000,190213455,2.002246894736842,2000,"['Action', 'Science Fiction', 'Thriller']"
The Interpreter,2005-04-08,80000000,162944923,2.0368115375,2005,"['Crime', 'Thriller']"
Percy Jackson: Sea of Monsters,2013-08-07,90000000,174578751,1.9397639,2013,"['Adventure', 'Family', 'Fantasy']"
Lara Croft Tomb Raider: The Cradle of Life,2003-07-21,95000000,156505388,1.6474251368421053,2003,"['Action', 'Adventure', 'Fantasy', 'Thriller']"
Now You See Me 2,2016-06-02,90000000,334901337,3.7211259666666665,2016,"['Action', 'Adventure', 'Comedy', 'Crime', 'Mystery', 'Thriller']"
The Saint,1997-04-03,68000000,118063304,1.7362250588235295,1997,"['Thriller', 'Action', 'Romance', 'Science Fiction', 'Adventure']"
Spy Game,2001-11-18,92000000,143049560,1.5548865217391303,2001,"['Action', 'Crime', 'Thriller']"
Mission to Mars,2000-03-10,90000000,60874615,0.6763846111111111,2000,['Science Fiction']
Rio,2011-04-03,90000000,484635760,5.384841777777778,2011,"['Animation', 'Adventure', 'Comedy', 'Family']"
Bicentennial Man,1999-12-17,100000000,93700000,0.937,1999,"['Comedy', 'Science Fiction']"
Volcano,1997-04-25,90000000,0,0.0,1997,"['Science Fiction', 'Action', 'Drama', 'Thriller']"
The Devil's Own,1997-03-12,90000000,140807547,1.5645283,1997,"['Crime', 'Thriller', 'Drama']"
K-19: The Widowmaker,2002-07-19,100000000,35168966,0.35168966,2002,"['Drama', 'History', 'Thriller']"
Conan the Barbarian,1982-04-02,20000000,79114085,3.95570425,1982,"['Adventure', 'Fantasy', 'Action']"
Cinderella Man,2005-06-02,88000000,108539911,1.2334080795454545,2005,"['Romance', 'Drama', 'History']"
The Nutcracker: The Untold Story,2010-11-24,90000000,16178959,0.1797662111111111,2010,"['Fantasy', 'Action', 'Family']"
Seabiscuit,2003-07-22,87000000,148336445,1.7050166091954022,2003,"['Drama', 'History']"
Twister,1996-05-10,92000000,494471524,5.374690478260869,1996,"['Action', 'Adventure', 'Drama']"
Cast Away,2000-12-22,90000000,429632142,4.773690466666666,2000,"['Adventure', 'Drama']"
Happy Feet,2006-11-16,100000000,384335608,3.84335608,2006,"['Animation', 'Comedy']"
The Bourne Supremacy,2004-07-23,75000000,288500217,3.84666956,2004,"['Action', 'Drama', 'Thriller']"
Air Force One,1997-07-25,85000000,315156409,3.7077224588235294,1997,"['Action', 'Thriller']"
Ocean's Eleven,2001-12-07,85000000,450717150,5.302554705882353,2001,"['Thriller', 'Crime']"
The Three Musketeers,2011-08-31,75000000,132274484,1.7636597866666666,2011,"['Adventure', 'Action', 'Thriller']"
Hotel Transylvania,2012-09-20,85000000,358375603,4.216183564705882,2012,"['Animation', 'Comedy', 'Family', 'Fantasy']"
Enchanted,2007-11-20,85000000,340487652,4.005737082352941,2007,"['Comedy', 'Family', 'Fantasy', 'Romance']"
Safe House,2012-02-09,85000000,208076205,2.4479553529411766,2012,"['Action', 'Thriller']"
102 Dalmatians,2000-10-07,85000000,183611771,2.160138482352941,2000,"['Comedy', 'Family']"
Tower Heist,2011-11-02,75000000,152930623,2.0390749733333333,2011,"['Action', 'Comedy']"
The Holiday,2006-12-08,85000000,194168700,2.2843376470588237,2006,"['Comedy', 'Romance']"
Enemy of the State,1998-11-20,90000000,250649836,2.7849981777777777,1998,"['Action', 'Drama', 'Thriller']"
It's Complicated,2009-12-23,85000000,219103655,2.577690058823529,2009,"['Comedy', 'Romance']"
Ocean's Thirteen,2007-06-07,85000000,311312624,3.6625014588235296,2007,"['Crime', 'Thriller']"
Open Season,2006-09-29,85000000,197309027,2.3212826705882352,2006,"['Adventure', 'Animation', 'Family']"
Divergent,2014-03-14,85000000,288747895,3.3970340588235293,2014,"['Adventure', 'Action', 'Science Fiction']"
Enemy at the Gates,2001-03-13,68000000,96976270,1.4261216176470588,2001,['War']
The Rundown,2003-09-26,85000000,80916492,0.9519587294117647,2003,"['Adventure', 'Action', 'Comedy', 'Thriller']"
Last Action Hero,1993-06-18,85000000,137298489,1.6152763411764706,1993,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']"
Memoirs of a Geisha,2005-12-06,85000000,162242962,1.9087407294117646,2005,"['Drama', 'History', 'Romance']"
The Fast and the Furious: Tokyo Drift,2006-06-03,85000000,158468292,1.8643328470588236,2006,"['Action', 'Crime', 'Drama', 'Thriller']"
